COMSOL CHECK  |  FORMAT: freq_input 	 freq_out1 	 freq_out2 
796	1.4614-0.025095i	796.0254-0.001371035i
797	1.9457-0.04633i	797.0279-0.001522392i
798	35.12355-228.2884i	797.9916+0.0002748452i
799	35.86021-224.3217i	799.0366-0.002606138i
800	36.61199-220.2988i	799.9829+0.001107354i
801	37.38479-216.2685i	801.0122-0.0006864006i
802	38.17652-212.1974i	802.0035-0.0002873689i
803	38.99038-208.101i	803.0184-0.001571222i
804	39.82612-203.9627i	803.9953+0.0001302932i
805	40.68722-199.7977i	804.9969+2.910245e-05i
806	41.57568-195.605i	806.0243-0.00179468i
807	42.49125-191.3687i	807.0143-0.001571506i
808	43.43865-187.1032i	808.0312-0.002682581i
809	44.4182-182.7931i	809.0111+0.0002164585i
810	45.43384-178.4527i	810.0189-0.003135636i
811	46.48842-174.0669i	810.9904+0.002742145i
812	47.58488-169.6499i	811.9909-0.001471213i
813	48.72984-165.2009i	813.023-0.003261379i
814	49.92324-160.7066i	814.0192-0.003913502i
815	51.21463-156.0984i	815.0407-0.005413882i
816	52.86658-150.8698i	815.9771+0.002237435i
817	54.61245-145.6207i	817.0263-0.006246491i
818	56.45369-140.3163i	817.9813+0.002465375i
819	58.40411-134.9878i	818.9818-0.001024731i
820	60.47649-129.6414i	820.0318-0.004472761i
821	62.67172-124.2643i	820.9866-0.0006359961i
822	65.00886-118.8915i	821.9929+0.0002963024i
823	67.49249-113.5276i	822.9786+0.004965497i
824	70.13343-108.2025i	824.0186-0.005022374i
825	72.933-102.9269i	825.0414-0.007690795i
826	75.89068-97.72584i	826.0473-0.004660358i
827	78.99967-92.62675i	827.0359-0.005567724i
828	82.24889-87.65593i	828.0087-0.004825181i
829	85.62778-82.84649i	829.0473-0.008397687i
830	89.09841-78.20181i	829.9933+0.004211706i
831	92.64561-73.75551i	831.0071-0.001675626i
832	96.2327-69.50636i	832.0118-0.001126869i
833	99.82704-65.45734i	833.0068-0.005597189i
834	103.4017-61.60406i	834.0124-0.004808581i
835	106.9275-57.93544i	835.013+0.0002979535i
836	110.38-54.43923i	836.0077-0.003053363i
837	113.7422-51.09843i	837.009-0.003853173i
838	116.9973-47.8952i	838.0089-0.005417081i
839	120.1341-44.81096i	839.0098-0.004174006i
840	123.1437-41.82852i	840.0119-0.005913996i
841	126.0191-38.92949i	841.0082-0.005829549i
842	128.7578-36.09773i	842.0098-0.00331763i
843	131.3572-33.31867i	843.0163-0.00578337i
844	133.8137-30.57615i	844.01-0.007100866i
845	136.1308-27.85621i	845.0134-0.0009161107i
846	138.3064-25.14799i	846.0125-0.003540164i
847	140.782-21.85681i	847.0123-0.01146211i
848	143.3118-18.15113i	848.0133-0.007497004i
849	145.5942-14.38034i	849.0145-0.01080169i
850	147.6365-10.51613i	850.0104-0.01031658i
851	149.4491-6.534169i	851.0084-0.01314076i
852	151.0442-2.407195i	852.0186-0.006489546i
853	152.43+1.885062i	853.0175-0.01644344i
854	153.6227+6.37253i	854.0215-0.01066515i
855	154.6362+11.07576i	855.0163-0.008368656i
856	155.4902+16.01775i	856.01-0.01210767i
857	156.2081+21.22102i	857.0135-0.0233887i
858	156.8104+26.70989i	858.0079-0.02027579i
859	157.3285+32.50074i	859.0125-0.0204139i
860	157.7906+38.609i	860.013-0.02309682i
861	158.2292+45.04897i	861.0085-0.01399104i
862	158.6829+51.82236i	862.0062-0.02655796i
863	159.1846+58.9377i	863.0005-0.02095824i
864	159.7753+66.38654i	864.0048-0.03011734i
865	160.4825+74.16326i	864.9952-0.02232649i
866	161.3441+82.25146i	865.9951-0.02200559i
867	162.3853+90.63368i	866.9949-0.02093502i
868	163.6291+99.2907i	867.9991-0.01363319i
869	165.0942+108.1958i	868.9983-0.01914191i
870	166.7937+117.3309i	870.0006-0.02054818i
871	168.736+126.6734i	871.0002-0.01939145i
872	170.9265+136.2026i	871.9933-0.0175713i
873	173.3719+145.902i	872.9918-0.01977119i
874	176.0724+155.7584i	873.9974-0.0160336i
875	179.0257+165.7546i	874.9919-0.01133196i
876	182.2645+177.3497i	875.9966-0.01352463i
877	185.8451+189.7862i	876.9946-0.008560763i
878	189.7758+202.4152i	877.9916-0.01106049i
879	194.0596+215.2317i	878.997-0.0140873i
880	198.6929+228.2281i	879.9939-0.004979181i
881	203.691+241.3972i	880.9961-0.01255327i
882	209.05+254.7387i	881.9896-0.01103563i
883	214.7825+268.255i	882.9891-0.005571855i
884	220.9042+281.9443i	883.9964-0.01093408i
885	227.4177+295.8053i	884.9902-0.01119669i
886	234.3445+309.8493i	885.9948-0.004994365i
887	241.7065+324.0701i	886.9956-0.008615465i
888	249.5223+338.472i	887.9905-0.01037026i
889	257.8189+353.0612i	888.988-0.003490535i
890	266.6378+367.8332i	889.9933-0.009058209i
891	275.9993+382.785i	890.9905-0.002204907i
892	285.9568+397.9088i	891.9945-0.006374564i
893	296.5397+413.1935i	892.9916-0.002482639i
894	307.802+428.6257i	893.9939-0.001670634i
895	319.7916+444.1796i	894.9936-0.008483394i
896	332.5416+459.8132i	895.9542-0.01399247i
897	346.149+475.5791i	897.0231+0.001038743i
898	360.6125+491.3114i	897.9897-0.004637503i
899	376.034+507.0625i	899.0152+0.0009152523i
900	392.4448+522.7198i	900.0095+0.002287293i
901	409.905+538.2098i	900.9685-0.007090471i
902	428.4971+553.5059i	901.9671-0.01140052i
903	448.2702+568.5186i	902.9971-0.001281002i
904	469.2537+583.0762i	903.9755-0.003379012i
